section	item	sample	value	source
quartet	Cx_molestus+Cx_pallens | Cx_pipiens+Cx_quinquefasciatus | n_gene_trees		1384	results/phylo/quartet_topology_counts.tsv
quartet	Cx_molestus+Cx_pallens | Cx_pipiens+Cx_quinquefasciatus | pct		18.1	results/phylo/quartet_topology_counts.tsv
quartet	Cx_molestus+Cx_pallens | Cx_pipiens+Cx_quinquefasciatus | iqtree_label		gDF1	results/phylo/quartet_topology_counts.tsv
quartet_support	0 | n_gene_trees		7646	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	0 | n_concordant		4510	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	0 | pct_concordant		58.99	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	0 | major_split		Cx_molestus+Cx_quinquefasciatus | Cx_pallens+Cx_pipiens	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	0 | n_major		1752	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	0 | minor_split		Cx_molestus+Cx_pallens | Cx_pipiens+Cx_quinquefasciatus	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	0 | n_minor		1384	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	0 | major_share_of_discordant		0.5587	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	0 | binomial_p		5.348e-11	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	0 | ci95_low		0.5411	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	0 | ci95_high		0.5762	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	50 | n_gene_trees		5959	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	50 | n_concordant		3921	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	50 | pct_concordant		65.8	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	50 | major_split		Cx_molestus+Cx_quinquefasciatus | Cx_pallens+Cx_pipiens	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	50 | n_major		1219	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	50 | minor_split		Cx_molestus+Cx_pallens | Cx_pipiens+Cx_quinquefasciatus	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	50 | n_minor		819	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	50 | major_share_of_discordant		0.5981	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	50 | binomial_p		7.541e-19	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	50 | ci95_low		0.5765	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	50 | ci95_high		0.6195	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	70 | n_gene_trees		4918	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	70 | n_concordant		3458	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	70 | pct_concordant		70.31	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	70 | major_split		Cx_molestus+Cx_quinquefasciatus | Cx_pallens+Cx_pipiens	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	70 | n_major		898	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	70 | minor_split		Cx_molestus+Cx_pallens | Cx_pipiens+Cx_quinquefasciatus	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	70 | n_minor		562	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	70 | major_share_of_discordant		0.6151	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	70 | binomial_p		1.296e-18	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	70 | ci95_low		0.5896	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	70 | ci95_high		0.6401	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	80 | n_gene_trees		3832	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	80 | n_concordant		2859	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	80 | pct_concordant		74.61	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	80 | major_split		Cx_molestus+Cx_quinquefasciatus | Cx_pallens+Cx_pipiens	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	80 | n_major		622	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	80 | minor_split		Cx_molestus+Cx_pallens | Cx_pipiens+Cx_quinquefasciatus	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	80 | n_minor		351	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	80 | major_share_of_discordant		0.6393	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	80 | binomial_p		2.981e-18	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	80 | ci95_low		0.6082	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	80 | ci95_high		0.6695	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	90 | n_gene_trees		3061	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	90 | n_concordant		2399	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	90 | pct_concordant		78.37	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	90 | major_split		Cx_molestus+Cx_quinquefasciatus | Cx_pallens+Cx_pipiens	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	90 | n_major		444	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	90 | minor_split		Cx_molestus+Cx_pallens | Cx_pipiens+Cx_quinquefasciatus	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	90 | n_minor		218	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	90 | major_share_of_discordant		0.6707	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	90 | binomial_p		1.032e-18	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	90 | ci95_low		0.6334	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	90 | ci95_high		0.7064	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	95 | n_gene_trees		2523	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	95 | n_concordant		2012	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	95 | pct_concordant		79.75	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	95 | major_split		Cx_molestus+Cx_quinquefasciatus | Cx_pallens+Cx_pipiens	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	95 | n_major		347	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	95 | minor_split		Cx_molestus+Cx_pallens | Cx_pipiens+Cx_quinquefasciatus	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	95 | n_minor		164	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	95 | major_share_of_discordant		0.6791	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	95 | binomial_p		3.982e-16	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	95 | ci95_low		0.6367	results/phylo/quartet_asymmetry_by_support.tsv
quartet_support	95 | ci95_high		0.7194	results/phylo/quartet_asymmetry_by_support.tsv
quartet_sites	Cx_molestus+Cx_pipiens | Cx_pallens+Cx_quinquefasciatus vs species_tree | n_informative_sites		37944	results/phylo/quartet_site_patterns.tsv
quartet_sites	Cx_molestus+Cx_pipiens | Cx_pallens+Cx_quinquefasciatus vs species_tree | pct		47.6	results/phylo/quartet_site_patterns.tsv
quartet_sites	Cx_molestus+Cx_quinquefasciatus | Cx_pallens+Cx_pipiens vs major_discordant_gene_trees | n_informative_sites		20466	results/phylo/quartet_site_patterns.tsv
quartet_sites	Cx_molestus+Cx_quinquefasciatus | Cx_pallens+Cx_pipiens vs major_discordant_gene_trees | pct		25.67	results/phylo/quartet_site_patterns.tsv
quartet_sites	Cx_molestus+Cx_pallens | Cx_pipiens+Cx_quinquefasciatus vs minor_discordant_gene_trees | n_informative_sites		21304	results/phylo/quartet_site_patterns.tsv
quartet_sites	Cx_molestus+Cx_pallens | Cx_pipiens+Cx_quinquefasciatus vs minor_discordant_gene_trees | pct		26.73	results/phylo/quartet_site_patterns.tsv
quartet_sites	discordant sites: gene tree major vs minor vs binomial_test | n_informative_sites		41770	results/phylo/quartet_site_patterns.tsv
quartet_sites	discordant sites: gene tree major vs minor vs binomial_test | pct		49.0	results/phylo/quartet_site_patterns.tsv
quartet_sites	discordant sites: gene tree major vs minor vs binomial_test | binomial_p		4.213e-05	results/phylo/quartet_site_patterns.tsv
quartet_sites	discordant sites: gene tree major vs minor vs binomial_test | ci95_low		0.4852	results/phylo/quartet_site_patterns.tsv
quartet_sites	discordant sites: gene tree major vs minor vs binomial_test | ci95_high		0.4948	results/phylo/quartet_site_patterns.tsv
quartet_sites	Cx_molestus+Cx_pipiens | Cx_pallens+Cx_quinquefasciatus vs locus_majority_species_tree | pct		67.82	results/phylo/quartet_site_patterns.tsv
quartet_sites	Cx_molestus+Cx_pipiens | Cx_pallens+Cx_quinquefasciatus vs locus_majority_species_tree | n_loci		3826	results/phylo/quartet_site_patterns.tsv
quartet_sites	Cx_molestus+Cx_quinquefasciatus | Cx_pallens+Cx_pipiens vs locus_majority_major_discordant_gene_trees | pct		19.38	results/phylo/quartet_site_patterns.tsv
quartet_sites	Cx_molestus+Cx_quinquefasciatus | Cx_pallens+Cx_pipiens vs locus_majority_major_discordant_gene_trees | n_loci		1093	results/phylo/quartet_site_patterns.tsv
quartet_sites	Cx_molestus+Cx_pallens | Cx_pipiens+Cx_quinquefasciatus vs locus_majority_minor_discordant_gene_trees | pct		12.8	results/phylo/quartet_site_patterns.tsv
quartet_sites	Cx_molestus+Cx_pallens | Cx_pipiens+Cx_quinquefasciatus vs locus_majority_minor_discordant_gene_trees | n_loci		722	results/phylo/quartet_site_patterns.tsv
quartet_sites	locus majority: gene tree major vs minor vs binomial_test | pct		60.22	results/phylo/quartet_site_patterns.tsv
quartet_sites	locus majority: gene tree major vs minor vs binomial_test | binomial_p		2.908e-18	results/phylo/quartet_site_patterns.tsv
quartet_sites	locus majority: gene tree major vs minor vs binomial_test | ci95_low		0.5793	results/phylo/quartet_site_patterns.tsv
quartet_sites	locus majority: gene tree major vs minor vs binomial_test | ci95_high		0.6248	results/phylo/quartet_site_patterns.tsv
quartet_sites	locus majority: gene tree major vs minor vs binomial_test | n_loci		1815	results/phylo/quartet_site_patterns.tsv
quartet_sites	loci without a majority split vs locus_majority_undecided | n_loci		3453	results/phylo/quartet_site_patterns.tsv
quartet_sites	loci without a majority split vs locus_majority_undecided | n_loci_no_informative_sites		2924	results/phylo/quartet_site_patterns.tsv
quartet_sites	informative sites per locus vs median | n_informative_sites		2.0	results/phylo/quartet_site_patterns.tsv
quartet_sites	informative sites per locus vs median | n_loci		9094	results/phylo/quartet_site_patterns.tsv
quartet_sites	top 1% of loci by informative sites vs concentration | n_informative_sites		37085	results/phylo/quartet_site_patterns.tsv
quartet_sites	top 1% of loci by informative sites vs concentration | pct		46.52	results/phylo/quartet_site_patterns.tsv
quartet_sites	top 1% of loci by informative sites vs concentration | n_loci		91	results/phylo/quartet_site_patterns.tsv
quartet_sites	Cx_molestus+Cx_pipiens | Cx_pallens+Cx_quinquefasciatus vs top_loci_species_tree | n_informative_sites		12031	results/phylo/quartet_site_patterns.tsv
quartet_sites	Cx_molestus+Cx_pipiens | Cx_pallens+Cx_quinquefasciatus vs top_loci_species_tree | pct		32.44	results/phylo/quartet_site_patterns.tsv
quartet_sites	Cx_molestus+Cx_pipiens | Cx_pallens+Cx_quinquefasciatus vs top_loci_species_tree | n_loci		91	results/phylo/quartet_site_patterns.tsv
quartet_sites	Cx_molestus+Cx_quinquefasciatus | Cx_pallens+Cx_pipiens vs top_loci_major_discordant_gene_trees | n_informative_sites		10839	results/phylo/quartet_site_patterns.tsv
quartet_sites	Cx_molestus+Cx_quinquefasciatus | Cx_pallens+Cx_pipiens vs top_loci_major_discordant_gene_trees | pct		29.23	results/phylo/quartet_site_patterns.tsv
quartet_sites	Cx_molestus+Cx_quinquefasciatus | Cx_pallens+Cx_pipiens vs top_loci_major_discordant_gene_trees | n_loci		91	results/phylo/quartet_site_patterns.tsv
quartet_sites	Cx_molestus+Cx_pallens | Cx_pipiens+Cx_quinquefasciatus vs top_loci_minor_discordant_gene_trees | n_informative_sites		14215	results/phylo/quartet_site_patterns.tsv
quartet_sites	Cx_molestus+Cx_pallens | Cx_pipiens+Cx_quinquefasciatus vs top_loci_minor_discordant_gene_trees | pct		38.33	results/phylo/quartet_site_patterns.tsv
quartet_sites	Cx_molestus+Cx_pallens | Cx_pipiens+Cx_quinquefasciatus vs top_loci_minor_discordant_gene_trees | n_loci		91	results/phylo/quartet_site_patterns.tsv
branch_lengths	Cx_molestus | concat_tree		0.04106	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_molestus | n_gene_trees		7646	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_molestus | gene_tree_median		0.00409	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_molestus | gene_tree_mean		0.05601	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_molestus | gene_tree_p90		0.02601	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_molestus | share_above_0.1		0.0403	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_molestus | share_minimum		0.2214	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_pallens | concat_tree		0.03278	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_pallens | n_gene_trees		7646	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_pallens | gene_tree_median		0.00328	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_pallens | gene_tree_mean		0.04226	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_pallens | gene_tree_p90		0.02334	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_pallens | share_above_0.1		0.0336	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_pallens | share_minimum		0.2652	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_pipiens | concat_tree		0.0382	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_pipiens | n_gene_trees		7646	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_pipiens | gene_tree_median		0.0054	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_pipiens | gene_tree_mean		0.0495	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_pipiens | gene_tree_p90		0.02908	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_pipiens | share_above_0.1		0.037	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_pipiens | share_minimum		0.1699	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_quinquefasciatus | concat_tree		0.05618	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_quinquefasciatus | n_gene_trees		7646	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_quinquefasciatus | gene_tree_median		0.00617	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_quinquefasciatus | gene_tree_mean		0.07405	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_quinquefasciatus | gene_tree_p90		0.04438	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_quinquefasciatus | share_above_0.1		0.0585	results/phylo/branch_length_summary.tsv
branch_lengths	Cx_quinquefasciatus | share_minimum		0.1728	results/phylo/branch_length_summary.tsv
branch_lengths	internal | concat_tree		0.01342	results/phylo/branch_length_summary.tsv
branch_lengths	internal | n_gene_trees		7646	results/phylo/branch_length_summary.tsv
branch_lengths	internal | gene_tree_median		0.00515	results/phylo/branch_length_summary.tsv
branch_lengths	internal | gene_tree_mean		0.05197	results/phylo/branch_length_summary.tsv
branch_lengths	internal | gene_tree_p90		0.03658	results/phylo/branch_length_summary.tsv
branch_lengths	internal | share_above_0.1		0.0509	results/phylo/branch_length_summary.tsv
branch_lengths	internal | share_minimum		0.1652	results/phylo/branch_length_summary.tsv
sco_identity	Cx_molestus vs Cx_pallens | n_loci		9087	results/phylo/sco_pairwise_identity.tsv
sco_identity	Cx_molestus vs Cx_pallens | median_identity		0.98837	results/phylo/sco_pairwise_identity.tsv
sco_identity	Cx_molestus vs Cx_pallens | mean_identity		0.95178	results/phylo/sco_pairwise_identity.tsv
sco_identity	Cx_molestus vs Cx_pallens | p05_identity		0.71674	results/phylo/sco_pairwise_identity.tsv
sco_identity	Cx_molestus vs Cx_pallens | share_below_0.95		0.1518	results/phylo/sco_pairwise_identity.tsv
sco_identity	Cx_molestus vs Cx_pipiens | n_loci		9090	results/phylo/sco_pairwise_identity.tsv
sco_identity	Cx_molestus vs Cx_pipiens | median_identity		0.99059	results/phylo/sco_pairwise_identity.tsv
sco_identity	Cx_molestus vs Cx_pipiens | mean_identity		0.95503	results/phylo/sco_pairwise_identity.tsv
sco_identity	Cx_molestus vs Cx_pipiens | p05_identity		0.71871	results/phylo/sco_pairwise_identity.tsv
sco_identity	Cx_molestus vs Cx_pipiens | share_below_0.95		0.1262	results/phylo/sco_pairwise_identity.tsv
sco_identity	Cx_molestus vs Cx_quinquefasciatus | n_loci		9096	results/phylo/sco_pairwise_identity.tsv
sco_identity	Cx_molestus vs Cx_quinquefasciatus | median_identity		0.98633	results/phylo/sco_pairwise_identity.tsv
sco_identity	Cx_molestus vs Cx_quinquefasciatus | mean_identity		0.94627	results/phylo/sco_pairwise_identity.tsv
sco_identity	Cx_molestus vs Cx_quinquefasciatus | p05_identity		0.66699	results/phylo/sco_pairwise_identity.tsv
sco_identity	Cx_molestus vs Cx_quinquefasciatus | share_below_0.95		0.1882	results/phylo/sco_pairwise_identity.tsv
sco_identity	Cx_pallens vs Cx_pipiens | n_loci		9094	results/phylo/sco_pairwise_identity.tsv
sco_identity	Cx_pallens vs Cx_pipiens | median_identity		0.98765	results/phylo/sco_pairwise_identity.tsv
sco_identity	Cx_pallens vs Cx_pipiens | mean_identity		0.95304	results/phylo/sco_pairwise_identity.tsv
sco_identity	Cx_pallens vs Cx_pipiens | p05_identity		0.75428	results/phylo/sco_pairwise_identity.tsv
sco_identity	Cx_pallens vs Cx_pipiens | share_below_0.95		0.1541	results/phylo/sco_pairwise_identity.tsv
sco_identity	Cx_pallens vs Cx_quinquefasciatus | n_loci		9096	results/phylo/sco_pairwise_identity.tsv
sco_identity	Cx_pallens vs Cx_quinquefasciatus | median_identity		0.99061	results/phylo/sco_pairwise_identity.tsv
sco_identity	Cx_pallens vs Cx_quinquefasciatus | mean_identity		0.95366	results/phylo/sco_pairwise_identity.tsv
sco_identity	Cx_pallens vs Cx_quinquefasciatus | p05_identity		0.69378	results/phylo/sco_pairwise_identity.tsv
sco_identity	Cx_pallens vs Cx_quinquefasciatus | share_below_0.95		0.1442	results/phylo/sco_pairwise_identity.tsv
